idempresa;nombre_empresa;idunidad;nombreunidad;descripcionUnidad;Idproyecto;nombreProyecto;idCentrOp;nombreCentrOp
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIA ADMINISTRATIVA Y FINANCIERA;30;ADMINISTRACION;50;GESTION HUMANA
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIA ADMINISTRATIVA Y FINANCIERA;30;ADMINISTRACION;51;OPERACIONES
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIA ADMINISTRATIVA Y FINANCIERA;30;ADMINISTRACION;122;PROYECTO 5X2 OPERACION VIAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIA ADMINISTRATIVA Y FINANCIERA;30;ADMINISTRACION;123;TOLIS
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIA ADMINISTRATIVA Y FINANCIERA;30;ADMINISTRACION;151;GERENCIA GENERAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIA ADMINISTRATIVA Y FINANCIERA;30;ADMINISTRACION;154;MEDIOS ALTERNATIVOS DE PAGO (TOLIS)
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;31;GICA;124;GICA (OPERACION VIAL)
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;31;GICA;125;GICA ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;31;GICA;126;PROYECTO 5X2 OPERACION VIAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;32;RUTA AL SUR;68;RUTA AL SUR ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;32;RUTA AL SUR;69;RUTA AL SUR CASOS ESPECIALES
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;32;RUTA AL SUR;127;PROYECTO 5X2 OPERACION VIAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;32;RUTA AL SUR;129;SMN (OPERACION VIAL)
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;34;VINUS;133;PROYECTO 5X2 OPERACION VIAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;34;VINUS;134;VINUS (OPERACION VIAL)
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;43;V40E;157;PROYECTO 5X2 OPERACION VIAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;43;V40E;158;V40E (OPERACION VIAL)
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;43;V40E;159;V40E CASOS ESPECIALES
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACIÓN VIAL;50;RUTAS DEL VALLE;169;RUTAS DEL VALLE (OPERACION VIAL)
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;36;GICA;136;GICA ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;37;RUTAS DEL VALLE;137;PEAJE CERRITO
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;37;RUTAS DEL VALLE;138;PEAJE CIAT
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;37;RUTAS DEL VALLE;141;RUTAS DEL VALLE ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;37;RUTAS DEL VALLE;142;TRABAJO EN ALTURAS
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;37;RUTAS DEL VALLE;253;PEAJE ESTAMBUL
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;37;RUTAS DEL VALLE;254;PEAJE MEDIA CANOA
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;42;ADMINISTRACION;117;GENERALES DE ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;44;RUTA AL SUR;149;RUTA AL SUR ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;28;ADMINISTRACION;PEAJES Y BASCULAS;73;ADMINISTRACION;246;GENERALES DE ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;29;GERENCIAS;GERENCIA DE GESTIÓN HUMANA;74;ADMINISTRACION;247;GESTION HUMANA
9;REGENCY SERVICES DE COLOMBIA S.A.S;29;GERENCIAS;GERENCIA DE GESTIÓN HUMANA;74;ADMINISTRACION;248;PROYECTO 5X2 OPERACION VIAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;30;GERENCIAS;GERENCIA DE OPERACIONES;75;ADMINISTRACION;249;OPERACIONES
9;REGENCY SERVICES DE COLOMBIA S.A.S;31;GERENCIAS;GERENCIA GENERAL;76;ADMINISTRACION;250;GERENCIA GENERAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;32;GERENCIAS;TOLIS;77;ADMINISTRACION;251;MEDIOS ALTERNATIVOS DE PAGO (TOLIS)
9;REGENCY SERVICES DE COLOMBIA S.A.S;33;OPERACION VIAL;PEAJES Y BASCULAS;78;RUTA AL SUR;252;RUTA AL SUR ADMINISTRACION
10;REGENCY TECH S.A.S;16;GERENCIAS;GERENCIA DE OPERACIONES;38;ADMINISTRACION;143;OPERACIONES
11;TEST EMPRESA;17;TEST UNIDAD;desc;39;TEST PROYECTO;144;TEST CENTRO
